row	entry	current_label	census_proposal	go	cs	unit	reading	note_text
bytes	TestGrow	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 14 objects, 51,528 bytes, 100 runs); test: allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write | allocation occurred during write	go2cs: testing.AllocsPerRun counted 14 go2cs-runtime object allocations (51,528 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
bytes	TestIndex	alloc-profile	DEFERRED	pass	fail	COUNT	2/run (counted 200 objects, 19,200 bytes, 100 runs); test: expected no allocations, got 2.000000	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (19,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
bytes	TestIndexRune	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 1,000 objects, 32,000 bytes, 1,000 runs); test: expected no allocations, got 1.000000	go2cs: testing.AllocsPerRun counted 1,000 go2cs-runtime object allocations (32,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
bytes	TestLastIndex	alloc-profile	DEFERRED	pass	fail	COUNT	2/run (counted 200 objects, 19,200 bytes, 100 runs); test: expected no allocations, got 2.000000	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (19,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
bytes	TestNewBufferShallow	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 1,000 objects, 104,000 bytes, 1,000 runs); test: allocations occurred while shallow copying	go2cs: testing.AllocsPerRun counted 1,000 go2cs-runtime object allocations (104,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
bytes	TestWriteAppend	alloc-profile	DEFERRED	pass	fail	COUNT	900/run (counted 90,000 objects, 13,680,000 bytes, 100 runs); test: allocations occurred while appending	go2cs: testing.AllocsPerRun counted 90,000 go2cs-runtime object allocations (13,680,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strings	TestBuilderAllocs	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	2/run (counted 20,000 objects, 1,920,000 bytes, 10,000 runs); test: Builder allocs = 2; want 1	go2cs: testing.AllocsPerRun counted 20,000 go2cs-runtime object allocations (1,920,000 bytes) over 10,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strings	TestBuilderGrow	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	2/run (counted 200 objects, 20,000 bytes, 100 runs); test: growLen=0: got 2 allocs during Write; want 0 | growLen=100: got 3 allocs during Write; want 1 | growLen=1000: got 3 allocs during Write; want 1 | growLen=10000: got 3 allocs during Write; want 1 | growLen=100000: got 3 allocs during Write; want 1	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (20,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strings	TestBuilderGrowSizeclasses	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	3/run (counted 300 objects, 27,200 bytes, 100 runs); test: unexpected amount of allocations: 3, want: 1	go2cs: testing.AllocsPerRun counted 300 go2cs-runtime object allocations (27,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strings	TestIndexRune	alloc-profile	DEFERRED	pass	fail	COUNT	2/run (counted 2,000 objects, 64,000 bytes, 1,000 runs); test: expected no allocations, got 2.000000	go2cs: testing.AllocsPerRun counted 2,000 go2cs-runtime object allocations (64,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
slices	TestConcat	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	BYTES	168 B/run (840 bytes, 5 runs); test: Concat([[]]) allocated 168 times; want 1 | Concat([[1]]) allocated 2 times; want 1 | Concat([[1] [2]]) allocated 2 times; want 1 | Concat([[1] [] [2]]) allocated 2 times; want 1	go2cs: testing.AllocsPerRun measured 840 allocated BYTES over 5 run(s) — the figure reported above is BYTES PER RUN, not an allocation count. The go2cs runtime allocation counter charged none of it, so every object on this path was allocated outside golib (compiler-emitted closures in converted code, or a BCL internal) and no count is available; bytes is what is measurable here. Zero is exact in both units; a nonzero value is not comparable to a Go malloc count.
slices	TestGrow	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	2/run (counted 200 objects, 1,634,400 bytes, 100 runs); test: Grow should allocate once when given insufficient capacity; allocated 2 times	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (1,634,400 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
slices	TestInsert	alloc-profile	RULING OWED	pass	fail	COUNT	58/run (counted 580 objects, 352,080 bytes, 10 runs); test: too many allocations inserting 50 elements: got 58, want less than 25	go2cs: testing.AllocsPerRun counted 580 go2cs-runtime object allocations (352,080 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
database/sql	TestGrabConnAllocs	alloc-profile	RULING OWED	pass	fail	BYTES	96 B/run (96,000 bytes, 1,000 runs); test: Conn.grabConn allocated 96 objects; want 0	go2cs: testing.AllocsPerRun measured 96,000 allocated BYTES over 1,000 run(s) — the figure reported above is BYTES PER RUN, not an allocation count. The go2cs runtime allocation counter charged none of it, so every object on this path was allocated outside golib (compiler-emitted closures in converted code, or a BCL internal) and no count is available; bytes is what is measurable here. Zero is exact in both units; a nonzero value is not comparable to a Go malloc count.
database/sql	TestRawBytesAllocs	alloc-profile	RULING OWED	pass	fail	COUNT	28/run (counted 2,800 objects, 346,400 bytes, 100 runs); test: allocs = 28; want 0	go2cs: testing.AllocsPerRun counted 2,800 go2cs-runtime object allocations (346,400 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
math/big	TestMulUnbalanced	alloc-profile	DEFERRED	pass	fail	none	0 (no unit note); test: multiplication uses too much memory (10506112 > 26 times the size of inputs)	
math/big	TestNewIntAllocs	alloc-profile	RETIRES AT THE LINUX REFRESH	fail	fail	COUNT	1/run (counted 100 objects, 32,000 bytes, 100 runs); test: x.Add(x, NewInt(0)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(7)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(-7)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(1073741824)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(-1073741824)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(1125899906842624)), wanted 0 allocations, got 1.000000 | x.Add(x, NewInt(-1125899906842624)), wanted 0 allocations, got 1.000000	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (32,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net	TestAllocs	alloc-profile	RULING OWED	absent	absent	not-run	row not run: the pre-row qualification of Go's own net suite failed TestLookupNoSuchHost (LookupHost_NXDOMAIN/default_resolver) beyond the tolerated TestLookupCNAME	
net	TestTCPReadWriteAllocs	alloc-profile	RULING OWED	absent	absent	not-run	row not run: the pre-row qualification of Go's own net suite failed TestLookupNoSuchHost (LookupHost_NXDOMAIN/default_resolver) beyond the tolerated TestLookupCNAME	
sync	TestMapClearOneAllocation	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	BYTES	896 B/run (8,960 bytes, 10 runs); test: AllocsPerRun of m.Clear = 896; want 1	go2cs: testing.AllocsPerRun measured 8,960 allocated BYTES over 10 run(s) — the figure reported above is BYTES PER RUN, not an allocation count. The go2cs runtime allocation counter charged none of it, so every object on this path was allocated outside golib (compiler-emitted closures in converted code, or a BCL internal) and no count is available; bytes is what is measurable here. Zero is exact in both units; a nonzero value is not comparable to a Go malloc count.
sync	TestMapRangeNoAllocations	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	BYTES	152 B/run (1,520 bytes, 10 runs); test: AllocsPerRun of m.Range = 152; want 0	go2cs: testing.AllocsPerRun measured 1,520 allocated BYTES over 10 run(s) — the figure reported above is BYTES PER RUN, not an allocation count. The go2cs runtime allocation counter charged none of it, so every object on this path was allocated outside golib (compiler-emitted closures in converted code, or a BCL internal) and no count is available; bytes is what is measurable here. Zero is exact in both units; a nonzero value is not comparable to a Go malloc count.
bufio	TestReadStringAllocs	alloc-profile	DEFERRED	pass	fail	COUNT	2/run (counted 200 objects, 40,800 bytes, 100 runs); test: Unexpected number of allocations, got 2.000000, want 1	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (40,800 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
context	TestAllocs	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	1/run (counted 100 objects, 37,112 bytes, 100 runs); test: WithTimeout(bg, 5*time.Millisecond) allocs = 9.000000 want 8	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (37,112 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/ed25519	TestAllocations	alloc-profile	STRUCTURAL	pass	fail	COUNT	9503/run (counted 950,300 objects, 89,904,216 bytes, 100 runs); test: expected zero allocations, got 9503.0	go2cs: testing.AllocsPerRun counted 950,300 go2cs-runtime object allocations (89,904,216 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/md5	TestAllocations	alloc-profile	RULING OWED	pass	fail	COUNT	6/run (counted 60 objects, 4,880 bytes, 10 runs); test: allocs = 6, want 0	go2cs: testing.AllocsPerRun counted 60 go2cs-runtime object allocations (4,880 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/rsa	TestAllocations	alloc-profile	RULING OWED	pass	fail	COUNT	174351/run (counted 17,435,100 objects, 1,237,312,800 bytes, 100 runs); test: expected less than 10 allocations, got 174351.0	go2cs: testing.AllocsPerRun counted 17,435,100 go2cs-runtime object allocations (1,237,312,800 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/sha1	TestAllocations	alloc-profile	RULING OWED	pass	fail	COUNT	7/run (counted 70 objects, 4,800 bytes, 10 runs); test: allocs = 7, want 0	go2cs: testing.AllocsPerRun counted 70 go2cs-runtime object allocations (4,800 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/sha256	TestAllocations	alloc-profile	RULING OWED	pass	fail	COUNT	46/run (counted 460 objects, 33,600 bytes, 10 runs); test: allocs = 46, want 0	go2cs: testing.AllocsPerRun counted 460 go2cs-runtime object allocations (33,600 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
crypto/sha512	TestAllocations	alloc-profile	RULING OWED	pass	fail	COUNT	106/run (counted 1,060 objects, 166,080 bytes, 10 runs); test: allocs = 106, want 0	go2cs: testing.AllocsPerRun counted 1,060 go2cs-runtime object allocations (166,080 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
io	TestPipeAllocations	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	14/run (counted 140 objects, 8,000 bytes, 10 runs); test: too many allocations for io.Pipe() call: 14.000000	go2cs: testing.AllocsPerRun counted 140 go2cs-runtime object allocations (8,000 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log	TestDiscard	alloc-profile	RULING OWED	pass	fail	COUNT	2/run (counted 200 objects, 23,200 bytes, 100 runs); test: got 2 allocs, want at most 1	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (23,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog/internal/buffer	TestAlloc	alloc-profile	RULING OWED	pass	fail	BYTES	176 B/run (880 bytes, 5 runs); test: got 176 allocs, want 0	go2cs: testing.AllocsPerRun measured 880 allocated BYTES over 5 run(s) — the figure reported above is BYTES PER RUN, not an allocation count. The go2cs runtime allocation counter charged none of it, so every object on this path was allocated outside golib (compiler-emitted closures in converted code, or a BCL internal) and no count is available; bytes is what is measurable here. Zero is exact in both units; a nonzero value is not comparable to a Go malloc count.
mime	TestLookupMallocs	alloc-profile	RULING OWED	pass	fail	COUNT	3/run (counted 30,000 objects, 2,240,000 bytes, 10,000 runs); test: allocs = 3; want 0	go2cs: testing.AllocsPerRun counted 30,000 go2cs-runtime object allocations (2,240,000 bytes) over 10,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/http/internal	TestChunkReaderAllocs	alloc-profile	STRUCTURAL	pass	fail	COUNT	2/run (counted 200 objects, 45,600 bytes, 100 runs); test: mallocs = 2; want 1	go2cs: testing.AllocsPerRun counted 200 go2cs-runtime object allocations (45,600 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
os	TestUTF16Alloc	alloc-profile	RULING OWED	pass	fail	COUNT	2/run (counted 10 objects, 640 bytes, 5 runs); test: got 2 allocs, want 1	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (640 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
testing	TestAllocsPerRun	alloc-count-semantics	STAYS alloc-count-semantics (premise to re-confirm)	pass	fail	COUNT	1/run (counted 100 objects, 5,600 bytes, 100 runs); test: AllocsPerRun(100, alloc complex128) = 2, want 1 | AllocsPerRun(100, alloc float64) = 2, want 1 | AllocsPerRun(100, alloc int32) = 2, want 1 | AllocsPerRun(100, alloc byte) = 2, want 1	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (5,600 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
unicode/utf16	TestAllocationsDecode	alloc-profile	RULING OWED	pass	fail	COUNT	1/run (counted 10 objects, 2,800 bytes, 10 runs); test: Decode allocated 1 times | Decode allocated 1 times | Decode allocated 1 times | Decode allocated 1 times	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (2,800 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
